Date,RegionID,RegionName,RegionType,StateName,MonthlyTotalCases,MonthlyTotalDeaths,MonthlyAvgCases,MonthlyAvgDeaths
2020-05-31,33,New Hampshire,State,NH,109009,5085,3516.4193548387098,164.03225806451613
2020-05-31,34,New Jersey,State,NJ,4470485,308935,144209.1935483871,9965.645161290322
2020-05-31,35,New Mexico,State,NM,177992,7739,5741.677419354839,249.6451612903226
2020-05-31,32,Nevada,State,NV,213197,10678,6877.322580645161,344.4516129032258
2020-05-31,36,New York,State,NY,10850463,854088,350014.93548387097,27551.225806451614
2020-05-31,39,Ohio,State,OH,847509,49709,27339.0,1603.516129032258
2020-05-31,40,Oklahoma,State,OK,160500,8877,5177.419354838709,286.35483870967744
2020-05-31,41,Oregon,State,OR,108485,4161,3499.516129032258,134.2258064516129
2020-05-31,42,Pennsylvania,State,PA,1994490,134081,64338.3870967742,4325.193548387097
2020-05-31,44,Rhode Island,State,RI,381262,15471,12298.774193548386,499.06451612903226
2020-05-31,45,South Carolina,State,SC,269994,11736,8709.483870967742,378.5806451612903
2020-05-31,46,South Dakota,State,SD,118915,1278,3835.967741935484,41.225806451612904
2020-05-31,47,Tennessee,State,TN,536423,8850,17303.967741935485,285.48387096774195
2020-05-31,48,Texas,State,TX,1463433,40047,47207.51612903226,1291.8387096774193
2020-05-31,49,Utah,State,UT,221484,2472,7144.645161290323,79.74193548387096
2020-05-31,51,Virginia,State,VA,925411,30685,29851.967741935485,989.8387096774194
2020-05-31,50,Vermont,State,VT,29029,1651,936.4193548387096,53.25806451612903
2020-05-31,53,Washington,State,WA,594493,30824,19177.1935483871,994.3225806451613
2020-05-31,55,Wisconsin,State,WI,391353,13922,12624.290322580646,449.0967741935484
2020-05-31,54,West Virginia,State,WV,47442,1951,1530.3870967741937,62.935483870967744
2020-05-31,56,Wyoming,State,WY,22780,300,734.8387096774194,9.67741935483871
2020-06-30,2,Alaska,State,AK,23003,291,766.7666666666667,9.7
2020-06-30,1,Alabama,State,AL,800287,23697,26676.233333333334,789.9
2020-06-30,5,Arkansas,State,AR,402154,5895,13405.133333333333,196.5
2020-06-30,4,Arizona,State,AZ,1297231,37510,43241.03333333333,1250.3333333333333
2020-06-30,6,California,State,CA,4905111,155690,163503.7,5189.666666666667
2020-06-30,8,Colorado,State,CO,886415,48035,29547.166666666668,1601.1666666666667
2020-06-30,9,Connecticut,State,CT,1348657,125398,44955.23333333333,4179.933333333333
2020-06-30,11,District of Columbia,State,DC,291828,15437,9727.6,514.5666666666667
2020-06-30,10,Delaware,State,DE,312601,13062,10420.033333333333,435.4
2020-06-30,12,Florida,State,FL,2637626,89605,87920.86666666667,2986.8333333333335
2020-06-30,13,Georgia,State,GA,1734682,73197,57822.73333333333,2439.9
2020-06-30,15,Hawaii,State,HI,22303,514,743.4333333333333,17.133333333333333
2020-06-30,19,Iowa,State,IA,731691,19631,24389.7,654.3666666666667
2020-06-30,16,Idaho,State,ID,116842,2628,3894.733333333333,87.6
2020-06-30,17,Illinois,State,IL,4025869,195076,134195.63333333333,6502.533333333334
2020-06-30,18,Indiana,State,IN,1241303,73069,41376.76666666667,2435.633333333333
2020-06-30,20,Kansas,State,KS,355114,7457,11837.133333333333,248.56666666666666
2020-06-30,21,Kentucky,State,KY,389689,15726,12989.633333333333,524.2
2020-06-30,22,Louisiana,State,LA,1436753,91082,47891.76666666667,3036.0666666666666
2020-06-30,25,Massachusetts,State,MA,3164865,228975,105495.5,7632.5
2020-06-30,24,Maryland,State,MD,1867000,88044,62233.333333333336,2934.8
2020-06-30,23,Maine,State,ME,84057,3010,2801.9,100.33333333333333
2020-06-30,26,Michigan,State,MI,1981377,179464,66045.9,5982.133333333333
2020-06-30,27,Minnesota,State,MN,925287,39472,30842.9,1315.7333333333333
2020-06-30,29,Missouri,State,MO,517729,27450,17257.633333333335,915.0
2020-06-30,28,Mississippi,State,MS,614642,27336,20488.066666666666,911.2
2020-06-30,30,Montana,State,MT,19781,581,659.3666666666667,19.366666666666667
2020-06-30,37,North Carolina,State,NC,1381996,34879,46066.53333333333,1162.6333333333334
2020-06-30,38,North Dakota,State,ND,93310,2366,3110.3333333333335,78.86666666666666
2020-06-30,31,Nebraska,State,NE,508068,6926,16935.6,230.86666666666667
2020-06-30,33,New Hampshire,State,NH,159771,9573,5325.7,319.1
2020-06-30,34,New Jersey,State,NJ,5021309,388821,167376.96666666667,12960.7
2020-06-30,35,New Mexico,State,NM,298314,13155,9943.8,438.5
2020-06-30,32,Nevada,State,NV,365782,14008,12192.733333333334,466.93333333333334
2020-06-30,36,New York,State,NY,11656829,918476,388560.9666666667,30615.866666666665
2020-06-30,39,Ohio,State,OH,1279993,77119,42666.433333333334,2570.633333333333
2020-06-30,40,Oklahoma,State,OK,277672,10849,9255.733333333334,361.6333333333333
2020-06-30,41,Oregon,State,OR,184416,5420,6147.2,180.66666666666666
2020-06-30,42,Pennsylvania,State,PA,2516170,188226,83872.33333333333,6274.2
2020-06-30,44,Rhode Island,State,RI,481310,25484,16043.666666666666,849.4666666666667
2020-06-30,45,South Carolina,State,SC,636483,18424,21216.1,614.1333333333333
